;user_id;questions_135556_what_is_your_gender;questions_135557_how_old_are_you;LSM_group1;questions_135613_who_do_you_share_your_home_with;questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with;questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply;questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3;questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways;questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily;questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us;questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply;questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply;questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
2974;6457552220;Male;18-24;Medium;"[""Other family members""]";5+;"[""Stay hydrated"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep"", ""Taking time to relax""]";"[""To support my family"", ""To improve brain function/ memory"", ""To live longer""]";"[""High protein"", ""Keto"", ""Low calorie""]";"[""Eating dessert less often"", ""Snacking less often"", ""Making an effort to find healthy recipes"", ""Checking nutritional value of the food / drink I purchase""]";Twice a week;"[""Walking"", ""Running""]";"[""Have warm milk""]";"[""Watching TV"", ""Checking emails"", ""Browsing on my cell phone / tablet""]"
3004;2929269910;Female;35-44;Medium;"[""Friends / Roommates""]";5+;"[""Make sure I get enough sleep"", ""Taking time to relax"", ""Take vitamin / other supplements"", ""Stay hydrated"", ""Eat healthily""]";"[""Prevent health conditions in later life"", ""To make the most out of/enjoy life"", ""Feeling good about myself""]";"[""Low sugar"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low salt"", ""Flexitarian: eat meat but control the amount eaten""]";"[""Filling half my plate with vegetables"", ""Watching the size of my portions"", ""Trying to have a variety of colors on my plate""]";Twice a week;"[""Hiking"", ""Yoga/Pilates"", ""Walking"", ""Cardio / Aerobics / Water aerobics"", ""Cycling""]";"[""No, none of these""]";"[""Checking emails"", ""Watching TV"", ""Caffeine""]"
3005;3099928146;Male;18-24;High;"[""I live alone""]";1;"[""Taking time to relax"", ""Exercise regularly"", ""Make sure I get enough sleep"", ""Stress control methods""]";"[""To make the most of treats / indulgent moments"", ""Feeling good about myself"", ""To improve my sleep""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Dairy free"", ""Flexitarian: eat meat but control the amount eaten""]";"[""Eating out at places that have healthy options available"", ""Making an effort to find healthy recipes"", ""Eating out / ordering takeout less frequently""]";3+ times a week;"[""Weights"", ""Swimming"", ""Strength training"", ""Spinning"", ""Yoga/Pilates"", ""Cycling"", ""Running""]";"[""Have a bath"", ""Have warm milk"", ""Have herbal tea""]";"[""Browsing on my cell phone / tablet"", ""Checking emails"", ""Heavy meal"", ""Watching TV""]"
3015;2787526776;Female;25-34;Low;"[""Other family members""]";2;"[""Drink lots of water / fluids"", ""Eat healthily"", ""Taking time to relax"", ""Stress control methods"", ""Take vitamin / other supplements"", ""Stay hydrated"", ""Make sure I get enough sleep""]";"[""Feeling good about myself"", ""Have more energy"", ""To make the most out of/enjoy life""]";"[""Low salt"", ""Flexitarian: eat meat but control the amount eaten""]";"[""Snacking less often"", ""Eating dessert less often"", ""Eating out at places that have healthy options available"", ""Cooking more meals at home"", ""Watching the size of my portions"", ""Filling half my plate with vegetables""]";Twice a week;"[""Walking""]";"[""Other""]";"[""Watching TV"", ""Checking emails"", ""Heavy meal"", ""Browsing on my cell phone / tablet""]"
3019;5349497840;Female;25-34;Medium;"[""Partner / spouse""]";2;"[""Drink lots of water / fluids""]";"[""Have more energy"", ""To improve my sleep"", ""Feeling good about myself""]";"[""Keto""]";"[""Filling half my plate with vegetables""]";Less often;;"[""No, none of these""]";"[""Caffeine""]"
3025;11041288;Female;45+;High;"[""Other family members""]";5+;"[""Eat healthily"", ""Meditation / positive mindset methods"", ""Taking time to relax"", ""Exercise regularly""]";"[""Prevent health conditions in later life"", ""Feeling good about myself"", ""To manage a health / medical condition""]";"[""Low salt"", ""Low cholesterol""]";"[""Making an effort to find healthy recipes"", ""Trying to have a variety of colors on my plate"", ""Eating out / ordering takeout less frequently""]";3+ times a week;"[""Strength training"", ""Cycling"", ""Walking""]";"[""Other""]";"[""Alcohol"", ""Heavy meal""]"
3031;7554500525;Female;45+;Medium;"[""Partner / spouse""]";2;"[""Eat healthily""]";"[""Feeling good about myself"", ""Prevent health conditions in later life"", ""To support my family""]";"[""Halal""]";"[""Cooking more meals at home""]";Less often;;"[""No, none of these""]";"[""Heavy meal""]"
3033;6445687296;Male;25-34;Medium;"[""Partner / spouse"", ""Children under 18 years old"", ""Parents""]";4;"[""Eat healthily""]";"[""Have more energy"", ""To lose / manage my weight"", ""To live longer""]";"[""Halal"", ""High protein"", ""Low cholesterol"", ""Organic""]";"[""Checking nutritional value of the food / drink I purchase"", ""Checking / reading the ingredients in food / drink products"", ""Doing a cleanse""]";Less often;;"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Browsing on my cell phone / tablet"", ""Watching TV""]"
3064;5214612816;Male;25-34;Medium;"[""Partner / spouse""]";3;"[""Make sure I get enough sleep"", ""Taking time to relax"", ""Stay hydrated"", ""Drink lots of water / fluids"", ""Stress control methods""]";"[""To improve my sleep"", ""To set a good example for my family"", ""To manage a health / medical condition""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Watching the size of my portions""]";Once a week;"[""Hiking""]";"[""No, none of these""]";"[""Browsing on my cell phone / tablet""]"
3065;1194162255;Female;18-24;Low;"[""Parents""]";;"[""Taking time to relax""]";"[""To lose / manage my weight"", ""To set a good example for my family"", ""To support my family""]";"[""None of the above""]";"[""Eating dessert less often""]";3+ times a week;"[""Strength training""]";"[""No, none of these""]";"[""No, none of these""]"
3075;6165562872;Male;25-34;Medium;"[""Parents""]";3;"[""Eat healthily""]";"[""To support my family"", ""Prevent health conditions in later life""]";"[""Low sugar""]";"[""Making an effort to find healthy recipes""]";3+ times a week;"[""Running""]";"[""Meditate""]";"[""Browsing on my cell phone / tablet""]"
3119;3290440218;Female;18-24;Low;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Eat healthily"", ""Exercise regularly"", ""Stay hydrated""]";"[""Prevent health conditions in later life"", ""To set a good example for my family"", ""To live longer""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low / zero carb""]";"[""Cooking more meals at home"", ""Intermittent fasting""]";Twice a week;"[""Hiking"", ""Swimming"", ""Walking""]";"[""Have a bath""]";"[""No, none of these""]"
3122;6454851465;Male;25-34;High;"[""Partner / spouse""]";3;"[""Make sure I get enough sleep"", ""Exercise regularly"", ""Drink lots of water / fluids""]";"[""To improve brain function/ memory"", ""To improve my sleep"", ""To make the most out of/enjoy life""]";"[""Flexitarian: eat meat but control the amount eaten"", ""High protein""]";"[""Snacking less often"", ""Counting / tracking calories"", ""Filling half my plate with vegetables"", ""Eating dessert less often""]";Twice a week;"[""Strength training"", ""Weights""]";"[""Have herbal tea""]";"[""Caffeine"", ""Browsing on my cell phone / tablet""]"
3125;6014485938;Male;18-24;High;"[""Parents""]";3;"[""Stress control methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Taking time to relax"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep""]";"[""To manage a health / medical condition"", ""To lose / manage my weight"", ""To improve my sleep""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Flexitarian: eat meat but control the amount eaten"", ""Halal"", ""High protein"", ""Low sugar""]";"[""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Checking / reading the ingredients in food / drink products"", ""Counting / tracking calories"", ""Making an effort to find healthy recipes""]";Twice a week;"[""Strength training"", ""Swimming"", ""Cardio / Aerobics / Water aerobics""]";"[""Take herbal supplements"", ""Remove screens from bedrooms e.g. TV, cell phone"", ""Meditate""]";"[""Watching TV"", ""Browsing on my cell phone / tablet"", ""Heavy meal""]"
3152;3399210857;Male;18-24;Low;"[""Partner / spouse"", ""Children under 18 years old"", ""Other family members""]";5+;"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Taking time to relax"", ""Make sure I get enough sleep""]";"[""Feeling good about myself"", ""To improve my sleep"", ""To lose / manage my weight""]";"[""None of the above""]";"[""Checking / reading the ingredients in food / drink products"", ""Eating out / ordering takeout less frequently"", ""Snacking less often"", ""Cooking more meals at home"", ""Watching the size of my portions"", ""Eating dessert less often"", ""Checking nutritional value of the food / drink I purchase"", ""Making an effort to find healthy recipes"", ""Filling half my plate with vegetables""]";Few times a month;"[""Strength training"", ""Cardio / Aerobics / Water aerobics"", ""Cycling"", ""Walking""]";"[""No, none of these""]";"[""Caffeine"", ""Browsing on my cell phone / tablet"", ""Checking emails""]"
3157;115178;Female;25-34;Low;"[""Children under 18 years old"", ""Partner / spouse""]";4;"[""Take vitamin / other supplements"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily""]";"[""Feeling good about myself"", ""To lose / manage my weight"", ""To live longer""]";"[""Low sugar"", ""Gluten / wheat free""]";"[""Cooking more meals at home"", ""Eating dessert less often"", ""Trying to have a variety of colors on my plate""]";3+ times a week;"[""Cardio / Aerobics / Water aerobics"", ""Running""]";"[""No, none of these""]";"[""Heavy meal""]"
3171;5349421160;Male;35-44;Medium;"[""Partner / spouse""]";4;"[""Stress control methods"", ""Take vitamin / other supplements""]";"[""To manage a health / medical condition"", ""To support my family"", ""To lose / manage my weight""]";"[""Keto"", ""Low sugar""]";"[""Making an effort to find healthy recipes""]";3+ times a week;"[""Spinning""]";"[""Take sleeping tablets""]";"[""Alcohol""]"
3197;4231568187;Female;35-44;Medium;"[""Partner / spouse""]";3;"[""Make sure I get enough sleep""]";"[""To improve my sleep""]";"[""Paleo""]";"[""Cooking more meals at home""]";3+ times a week;"[""Yoga/Pilates""]";"[""Have herbal tea""]";"[""Caffeine""]"
3204;1089692854;Male;35-44;Medium;"[""Friends / Roommates""]";;"[""Take vitamin / other supplements"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Make sure I get enough sleep"", ""Taking time to relax""]";"[""Prevent health conditions in later life"", ""Have more energy"", ""To manage a health / medical condition""]";"[""None of the above""]";"[""None of the above""]";Less often;;"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""No, none of these""]"
3222;5565687552;Male;25-34;High;"[""Parents""]";5+;"[""Stress control methods"", ""Eat healthily"", ""Meditation / positive mindset methods""]";"[""To set a good example for my family"", ""To support my family"", ""Have more energy""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal"", ""Low salt"", ""Dairy free"", ""Flexitarian: eat meat but control the amount eaten""]";"[""Eating out / ordering takeout less frequently"", ""Cooking more meals at home"", ""Intermittent fasting"", ""Doing a cleanse""]";3+ times a week;"[""Walking"", ""Running"", ""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Aerobics"", ""Weights""]";"[""Have a bath"", ""Meditate"", ""Have a malted milk drink""]";"[""Checking emails"", ""Caffeine"", ""Heavy meal"", ""Browsing on my cell phone / tablet""]"
3234;5807373000;Male;18-24;Low;"[""Parents""]";5+;"[""Drink lots of water / fluids""]";"[""To manage a health / medical condition"", ""Prevent health conditions in later life"", ""Have more energy""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Shopping at places that have a wide selection of healthy options""]";Once a week;"[""Circuit training/ HIIT""]";"[""Have a bath""]";"[""Checking emails""]"
3237;6242578440;Female;25-34;Medium;"[""Partner / spouse"", ""Children under 18 years old""]";3;"[""Drink lots of water / fluids""]";"[""Prevent health conditions in later life"", ""To support my family"", ""To set a good example for my family""]";"[""Halal""]";"[""Shopping at places that have a wide selection of healthy options""]";Less often;;"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Heavy meal""]"
3248;6242864908;Female;18-24;Medium;"[""Other family members""]";5+;"[""Meditation / positive mindset methods"", ""Exercise regularly"", ""Eat healthily""]";"[""To support my family"", ""To set a good example for my family"", ""Prevent health conditions in later life""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal"", ""Organic""]";"[""Intermittent fasting""]";3+ times a week;"[""Walking"", ""Spinning"", ""Running""]";"[""Meditate""]";"[""Browsing on my cell phone / tablet"", ""Watching TV""]"
3250;6153326230;Female;45+;High;"[""Partner / spouse"", ""Children over 18 years old"", ""Other family members""]";4;"[""Eat healthily""]";"[""To manage a health / medical condition"", ""Prevent health conditions in later life"", ""To live longer""]";"[""Low cholesterol""]";"[""Cooking more meals at home""]";Less often;;"[""Have a bath""]";"[""Caffeine""]"
3256;776139616;Female;45+;High;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Make sure I get enough sleep"", ""Eat healthily"", ""Meditation / positive mindset methods"", ""Stress control methods"", ""Taking time to relax""]";"[""To live longer"", ""Prevent health conditions in later life"", ""To improve brain function/ memory""]";"[""Low salt"", ""Low sugar"", ""Paleo""]";"[""Eating dessert less often"", ""Cooking more meals at home"", ""Snacking less often"", ""Checking / reading the ingredients in food / drink products""]";Less often;;"[""No, none of these""]";"[""Caffeine"", ""Heavy meal""]"
3268;3454374;Female;35-44;Medium;"[""I live alone""]";1;"[""Meditation / positive mindset methods"", ""Eat healthily"", ""Drink lots of water / fluids""]";"[""Have more energy"", ""Feeling good about myself"", ""To lose / manage my weight""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal"", ""Low / zero carb"", ""Low calorie"", ""Low cholesterol"", ""Organic""]";"[""Checking nutritional value of the food / drink I purchase"", ""Filling half my plate with vegetables"", ""Watching the size of my portions"", ""Eating out / ordering takeout less frequently"", ""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Making an effort to find healthy recipes""]";Once a week;"[""Yoga/Pilates""]";"[""Have warm milk"", ""Meditate""]";"[""Watching TV"", ""Browsing on my cell phone / tablet""]"
