,user_id,questions_135556_what_is_your_gender,questions_135557_how_old_are_you,LSM_group1,questions_135613_who_do_you_share_your_home_with,questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with,questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply,questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3,questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways,questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily,questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us,questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply,questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply,questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
2133,603721833.0,Female,45+,Medium,"[""Children over 18 years old"", ""Partner / spouse""]",4,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Exercise regularly"", ""Drink lots of water / fluids""]","[""To lose / manage my weight"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""None of the above""]","[""Watching the size of my portions""]",3+ times a week,"[""Cycling"", ""Other"", ""Walking"", ""Swimming""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
2134,3182521188.0,Male,18-24,High,"[""Friends / Roommates""]",4,"[""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To improve my sleep""]","[""None of the above""]","[""Cooking more meals at home""]",Less often,,"[""Other""]","[""No, none of these""]"
2141,6186508608.0,Male,18-24,Low,"[""I live alone""]",3,"[""Drink lots of water / fluids"", ""Exercise regularly""]","[""Feeling good about myself"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Watching the size of my portions"", ""Making an effort to find healthy recipes""]",3+ times a week,"[""Hiking""]","[""Have a bath""]","[""Watching TV""]"
2144,5402632287.0,Male,45+,High,"[""Partner / spouse""]",1,"[""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax""]","[""To improve brain function/ memory"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Flexitarian: eat meat but control the amount eaten"", ""Organic"", ""Low salt"", ""Low calorie"", ""High protein"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Making an effort to find healthy recipes"", ""Eating out at places that have healthy options available"", ""Cooking more meals at home"", ""Shopping at places that have a wide selection of healthy options"", ""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Hiking"", ""Running"", ""Walking"", ""Cycling""]","[""Have herbal tea"", ""Remove screens from bedrooms e.g. TV, cell phone""]","[""Caffeine"", ""Heavy meal"", ""Browsing on my cell phone / tablet"", ""Watching TV""]"
2145,2706043368.0,Male,25-34,High,"[""Parents""]",4,"[""Drink lots of water / fluids""]","[""To make the most out of/enjoy life"", ""To lose / manage my weight"", ""Have more energy""]","[""Pescatarian: eat no meat""]","[""Eating out at places that have healthy options available""]",Never,,"[""Have a malted milk drink""]","[""Heavy meal""]"
2147,7137520510.0,Female,45+,High,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Drink lots of water / fluids"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To set a good example for my family"", ""To support my family"", ""Prevent health conditions in later life""]","[""Flexitarian: eat meat but control the amount eaten""]","[""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Doing a cleanse"", ""Cooking more meals at home"", ""Snacking less often""]",Once a week,"[""Walking"", ""Cycling""]","[""Have herbal tea"", ""Meditate""]","[""Browsing on my cell phone / tablet"", ""Checking emails""]"
2148,1351377535.0,Female,35-44,Low,"[""Children under 18 years old"", ""Children over 18 years old"", ""Partner / spouse""]",5+,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Exercise regularly""]","[""Feeling good about myself"", ""To lose / manage my weight"", ""To improve my sleep""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar""]","[""Cooking more meals at home"", ""Snacking less often"", ""Trying to have a variety of colors on my plate""]",Twice a week,"[""Walking""]","[""Have herbal tea""]","[""Caffeine"", ""Heavy meal""]"
2152,6286984395.0,Female,35-44,High,"[""Children under 18 years old"", ""Children over 18 years old"", ""Partner / spouse""]",4,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To improve my sleep""]","[""High protein"", ""Specific diet"", ""Low sugar"", ""Low salt""]","[""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Walking"", ""Swimming"", ""Running"", ""Cycling""]","[""Have a bath"", ""Have a malted milk drink"", ""Have warm milk""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
2155,4304359332.0,Male,18-24,Medium,"[""Parents""]",4,"[""Eat healthily"", ""Exercise regularly""]","[""Specific event (e.g. holiday, wedding)""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Trying to have a variety of colors on my plate""]",Once a week,"[""Running""]","[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Caffeine"", ""Watching TV""]"
2158,423951108.0,Female,25-34,High,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To live longer"", ""To make the most out of/enjoy life"", ""To set a good example for my family""]","[""High protein"", ""Low calorie"", ""Low salt"", ""Low sugar""]","[""Checking nutritional value of the food / drink I purchase"", ""Cooking more meals at home"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Hiking"", ""Aerobics""]","[""Have herbal tea""]","[""Alcohol""]"
2160,3751904046.0,Female,45+,Medium,"[""Partner / spouse""]",2,"[""Exercise regularly"", ""Take vitamin / other supplements"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To improve brain function/ memory"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Low calorie"", ""Low cholesterol"", ""Low sugar""]","[""Snacking less often"", ""Intermittent fasting"", ""Counting / tracking calories"", ""Watching the size of my portions""]",3+ times a week,"[""Strength training"", ""Walking"", ""Weights""]","[""Take sleeping tablets""]","[""Heavy meal""]"
2162,6186176934.0,Female,35-44,High,"[""Other family members""]",5+,"[""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Stress control methods"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Taking time to relax""]","[""To make the most of treats / indulgent moments"", ""To make the most out of/enjoy life"", ""To manage a health / medical condition""]","[""Flexitarian: eat meat but control the amount eaten"", ""Low salt"", ""Low cholesterol"", ""Keto"", ""Low sugar"", ""Paleo""]","[""Making an effort to find healthy recipes"", ""Watching the size of my portions"", ""Snacking less often"", ""Cooking more meals at home"", ""Eating dessert less often"", ""Filling half my plate with vegetables""]",3+ times a week,"[""Other"", ""Walking"", ""Aerobics""]","[""Have a bath""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
2166,330852816.0,Male,18-24,Low,"[""Partner / spouse""]",2,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""Have more energy"", ""To improve my sleep""]","[""Pescatarian: eat no meat"", ""Flexitarian: eat meat but control the amount eaten"", ""High protein"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar""]","[""Checking / reading the ingredients in food / drink products"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase"", ""Snacking less often"", ""Cooking more meals at home"", ""Filling half my plate with vegetables""]",Few times a month,"[""Walking"", ""Weights"", ""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Running""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
2175,1017255321.0,Female,18-24,Low,"[""Children over 18 years old""]",4,"[""Stress control methods""]","[""To manage a health / medical condition""]","[""Low sugar""]","[""Doing a cleanse""]",Twice a week,"[""Cycling""]","[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Caffeine"", ""Heavy meal""]"
2177,3423276075.0,Female,45+,Medium,"[""Partner / spouse""]",4,"[""Eat healthily""]","[""Feeling good about myself"", ""To support my family"", ""To manage a health / medical condition""]","[""Low sugar""]","[""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Hiking""]","[""No, none of these""]","[""Heavy meal""]"
2181,3630167199.0,Female,35-44,High,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements""]","[""To improve brain function/ memory"", ""To lose / manage my weight"", ""Prevent health conditions in later life""]","[""None of the above""]","[""Eating dessert less often""]",Less often,,"[""No, none of these""]","[""No, none of these""]"
2184,1038607248.0,Male,25-34,High,"[""Partner / spouse""]",3,"[""Eat healthily"", ""Taking time to relax"", ""Drink lots of water / fluids""]","[""To support my family"", ""To improve brain function/ memory"", ""To improve my sleep""]","[""Pescatarian: eat fish, but no meat""]","[""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Doing a cleanse""]",Twice a week,"[""Running"", ""Walking"", ""Swimming""]","[""Have a bath"", ""Have warm milk""]","[""Heavy meal"", ""Alcohol""]"
2187,1863316966.0,Male,18-24,High,"[""Other family members"", ""Parents""]",4,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids""]","[""Feeling good about myself"", ""To manage a health / medical condition"", ""To make the most of treats / indulgent moments""]","[""Halal"", ""Low salt""]","[""Snacking less often"", ""Eating out / ordering takeout less frequently""]",Less often,,"[""No, none of these""]","[""Caffeine""]"
2190,5323636049.0,Female,45+,High,"[""Children under 18 years old"", ""Children over 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""Have more energy"", ""To set a good example for my family""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar""]","[""Checking / reading the ingredients in food / drink products"", ""Watching the size of my portions"", ""Snacking less often"", ""Cooking more meals at home"", ""Filling half my plate with vegetables""]",3+ times a week,"[""Strength training"", ""Walking"", ""Spinning"", ""Running""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
2192,6929543250.0,Female,18-24,Low,"[""Parents""]",5+,"[""Stay hydrated"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids""]","[""To live longer"", ""To improve my sleep"", ""To manage a health / medical condition""]","[""Flexitarian: eat meat but control the amount eaten""]","[""Cooking more meals at home"", ""Eating dessert less often"", ""Making an effort to find healthy recipes"", ""Filling half my plate with vegetables""]",Few times a month,"[""Hiking"", ""Walking""]","[""Have a bath""]","[""Caffeine"", ""Heavy meal"", ""Browsing on my cell phone / tablet""]"
2194,3039261808.0,Female,25-34,Low,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Take vitamin / other supplements"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods""]","[""Feeling good about myself"", ""Have more energy"", ""To lose / manage my weight""]","[""Flexitarian: eat meat but control the amount eaten"", ""Low calorie"", ""Low sugar""]","[""Checking / reading the ingredients in food / drink products"", ""Doing a cleanse"", ""Trying to have a variety of colors on my plate""]",Few times a month,"[""Cardio / Aerobics / Water aerobics"", ""Hiking"", ""Walking""]","[""Have a bath"", ""Have a malted milk drink"", ""Take sleeping tablets""]","[""Heavy meal"", ""Alcohol""]"
2199,13742476.0,Female,35-44,High,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Eat healthily"", ""Taking time to relax"", ""Take vitamin / other supplements"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To set a good example for my family""]","[""None of the above""]","[""Cooking more meals at home"", ""Snacking less often""]",Less often,,"[""No, none of these""]","[""No, none of these""]"
2200,3170963268.0,Male,18-24,Low,"[""Friends / Flatmates""]",2,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""Prevent health conditions in later life""]","[""High protein""]","[""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories"", ""Cooking more meals at home"", ""Filling half my plate with vegetables""]",3+ times a week,"[""Other""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
2201,3881120335.0,Male,45+,Low,"[""Partner / spouse""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To make the most of treats / indulgent moments""]","[""Low sugar"", ""Low calorie"", ""Low salt""]","[""Shopping at places that have a wide selection of healthy options""]",Once a week,"[""Hiking""]","[""Have a bath""]","[""Caffeine"", ""Alcohol""]"
